"AnimalID","AnimalInternal-ID","AnimalName","AnimalType","AnimalSex","AnimalCurrentWeightPounds","AnimalDOB","AnimalBreed","AnimalColor","AnimalPattern"
47521,1622083,"Carla","Dog","Female",12.75,20170315,"Shepherd, Australian /Mix","Black /None",NULL
47528,1622365,"Shy","Dog","Male",11.6,20130602,"Schnauzer, Miniature /Mix","Black /Tan",NULL
47529,1622474,"Kenzie","Dog","Female",17.2,20170121,"Retriever, Black Labrador /Mix","Black /None",NULL
47530,1622507,"Nola","Dog","Female",26,20161227,"American Blue Heeler /Mix","White /Red/Mahogany",NULL
47532,1622715,"Poppy","Dog","Female",44.8,20090327,"Terrier, Pit Bull /Mix","Blue /None",NULL
47533,1622748,"Marty","Dog","Male",37,20130329,"Shepherd, German /Mix","Black /Tan",NULL
47534,1622913,"Tippy","Dog","Female",8.6,20120929,"Pinscher, Miniature /Chihuahua, Short Coat","Black /Brown",NULL
47536,1623286,"Taz","Dog","Male",4,20170329,"Rottweiler /Mix","Black /None",NULL
47537,1623287,"Leila","Dog","Female",5.38,20170329,"Rottweiler /Mix","Black /None",NULL
47538,1623288,"Diesel","Dog","Male",6,20170329,"Rottweiler /Mix","Black /None",NULL
47539,1623289,"Ava","Dog","Female",5.44,20170329,"Rottweiler/Mix","Black/None",NULL
47540,1623290,"Athena","Dog","Female",5.38,20170329,"Rottweiler /Mix","Black /None",NULL
47541,1623291,"Ruby","Dog","Female",12.13,20170329,"Rottweiler /Mix","Black /None",NULL
47542,1623292,"Ranger","Dog","Male",5.75,20170329,"Rottweiler /Mix","Black /None",NULL
47543,1623293,"Scout","Dog","Male",6.38,20170329,"Rottweiler /Mix","Black /None",NULL
47544,1623314,"Lolita","Dog","Female",15.6,20150330,"Chihuahua /Mix","White /Brown",NULL
47545,1623426,"Mayflower","Dog","Female",10.5,20020330,"Dachshund, Miniature Smooth Haired /Dachshund, Miniature Smooth Haired","Black /Brown",NULL
47554,1623735,"Corn Pops","Dog","Male",37.7,20170114,"Retriever, Yellow Labrador /Mix","Cream /None",NULL
47555,1623748,"Kix","Dog","Male",59,20170114,"Terrier /Mix","Black /White",NULL
47556,1623761,"Count Chocula","Dog","Male",12.9,20161125,"Retriever, Chocolate Labrador /Mix","Chocolate /None",NULL
47590,1624989,"Rufio","Dog","Male",3.6,20170101,"Pomeranian /Mix","Tan /None",NULL
47594,1625040,"Anita","Dog","Female",5.7,20110312,"Chihuahua /Mix","Chocolate /None",NULL
47595,1625300,"Nibbles","Dog","Male",77,20150328,"Rottweiler","Black /Tan",NULL
47596,1625624,"Peanut","Dog","Female",11,20170124,"Terrier, Pit Bull /Mix","White /Black",NULL
47597,1625635,"Butter","Dog","Female",14.2,20170201,"Terrier, Pit Bull /Mix","White /Brown",NULL
47598,1625671,"Jelly","Dog","Male",10.31,20170201,"Terrier, Pit Bull /Mix","Black /None",NULL
47604,1626120,"Toto","Dog","Male",22,20070402,"Poodle /Bichon Frise","White /None",NULL
47624,1626623,"Laurita","Dog","Female",3.7,20170402,"Griffon, Brussels /Terrier","Blond /Black",NULL
47625,1626628,"Leopal","Dog","Male",3.6,20170402,"Chihuahua /Mix","Black /Tan",NULL
47626,1626629,"Lorenzo","Dog","Male",2.56,20170402,"Griffon, Brussels /Terrier","Blond /White",NULL
47627,1626630,"Lauro","Dog","Male",15,20170402,"Chihuahua/Mix","Brown/None",NULL
47628,1626631,"Lazaro","Dog","Male",3.7,20170402,"Chihuahua /Mix","Brown /None",NULL
47629,1626633,"Linus","Dog","Male",21,20160402,"Shepherd, Australian /Cattle Dog","White /Black","Tick"
47630,1626635,"Benjamin","Dog","Male",6.75,20140402,"Chihuahua","Brown /None",NULL
47631,1626637,"Mindy","Dog","Female",10.5,20150402,"Chihuahua","White /Brown",NULL
47632,1626639,"Shortcake","Dog","Female",2.69,20170211,"Chihuahua","Tan /None",NULL
47633,1626641,"Zeus","Dog","Male",7.2,20170211,"Chihuahua","Tan /None",NULL
47634,1626643,"Cassie","Dog","Female",7.35,20170211,"Chihuahua","Tan /None",NULL
47635,1626645,"Fifi","Dog","Female",6.56,20170211,"Chihuahua","Black /Tan",NULL
47636,1626647,"FooFoo","Dog","Male",6.63,20170211,"Chihuahua /Hound","Tan /None",NULL
47679,1627590,"Toby","Dog","Male",19,20101129,"Poodle, Miniature","Apricot /None",NULL
47691,1627751,"Lucy","Dog","Female",8,20140116,"Terrier, Rat /Chihuahua","Tan /White",NULL
47694,1627897,"Yori","Dog","Female",46,20160703,"Terrier, Pit Bull /Mix","Black /None",NULL
47696,1627903,"Elvira","Dog","Female",34.2,20161203,"Terrier, Pit Bull /Mix","Black /White",NULL
47703,1627941,"Bingo","Dog","Male",8,20170217,"Hound /Mix","Brown /White",NULL
47704,1627976,"Eris","Dog","Female",12,20160403,"Poodle, Miniature /Chihuahua","White /None",NULL
47705,1628012,"Gaston","Dog","Male",8,20150310,"Chihuahua /Mix","Tan /White",NULL
47706,1628022,"Cowboy","Dog","Male",28,20120721,"Spaniel, Cocker","White /Brown",NULL
47707,1628035,"Jayton","Dog","Male",62.4,20150402,"Catahoula Leopard Dog","Black /Tan","Tricolor"
47708,1628038,"Crosby","Dog","Male",39.5,20150330,"Terrier, Pit Bull","Red/Mahogany /None",NULL
47712,1628420,"Claire","Dog","Female",13.25,20160328,"Chihuahua /Mix","Tan /White",NULL
47713,1628443,"Missy","Dog","Female",37.8,20160730,"Shepherd, German /Mix","Black /None",NULL
47714,1628456,"Carolee","Dog","Female",28.2,20161104,"Retriever, Labrador /Mix","Tan /White",NULL
47715,1628468,"Fitzgerald","Dog","Male",54.4,20090403,"Terrier, Pit Bull /Mix","White /None",NULL
47722,1628545,"Acadia","Dog","Female",17,20161227,"Shepherd, German","Brown /Black",NULL
47723,1628585,"Luciano","Dog","Male",4.6,20170402,"Chihuahua /Mix","Black /Tan",NULL
47724,1628600,"Cooper","Dog","Male",37,20161004,"Hound /Retriever, Labrador","Red/Mahogany /White",NULL
47725,1628616,"Clyde","Dog","Male",8.4,20161104,"Dachshund /Mix","Brown /None",NULL
47726,1628657,"Twister","Dog","Male",55.8,20131229,"Shepherd, Anatolian/Mix","Tan/Black",NULL
47729,1628775,"Ginger","Dog","Female",49.3,20110127,"Collie /Mix","White /Brown","Tricolor"
47738,1629116,"Brady","Dog","Male",25.6,20170105,"Retriever, Labrador /Mix","Brindle /White",NULL
47755,1629347,"Alexandra","Dog","Female",5.5,20170208,"Black Mouth Cur /Mix","Tan /None",NULL
47756,1629349,"Devin","Dog","Female",5.9,20170208,"Black Mouth Cur /Mix","Tan /None",NULL
47757,1629471,"Hentrich","Dog","Male",7,20170208,"Black Mouth Cur /Mix","Tan /None",NULL
47758,1629480,"Tally","Dog","Male",6.9,20170208,"Black Mouth Cur/Mix","Tan/None",NULL
47759,1629485,"Armando","Dog","Male",56.5,20170208,"Black Mouth Cur/Mix","Brindle/None",NULL
47760,1629534,"Stripes","Dog","Female",48,20150405,"Hound, Plott","Brindle /None","Brindle"
47761,1629549,"Nougat","Dog","Male",11.94,20170404,"Hound, Plott","Tan /None","Brindle"
47762,1629557,"Ginger","Dog","Female",9.75,20170404,"Hound, Plott","Brindle /None","Brindle"
47763,1629560,"Mossy","Dog","Female",0,20170404,"Hound, Plott","Brindle /None","Brindle"
47764,1629563,"Poppy","Dog","Female",11.31,20170404,"Hound, Plott","Tan /White","Brindle"
47765,1629566,"Charli","Dog","Female",6.5,20170404,"Hound, Plott","Brindle /None","Brindle"
47766,1629574,"Sunshine","Dog","Female",10.81,20170404,"Hound, Plott","Brindle /None","Brindle"
47773,1629847,"Kobe","Dog","Male",11.6,20141205,"Chihuahua /Dachshund","Black /Brown",NULL
47774,1629865,"Superboy","Dog","Male",19.4,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Red/Mahogany /None",NULL
47775,1629870,"Robin","Dog","Male",10.94,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Red/Mahogany /None",NULL
47776,1629872,"Miss Martian","Dog","Female",10.81,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Brown /Black",NULL
47777,1629875,"Artemis","Dog","Female",12.5,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Tan /None",NULL
47778,1629877,"Kid Flash","Dog","Male",14.6,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Blond /None",NULL
47779,1629879,"Aqualad","Dog","Male",0,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Grey /Brown",NULL
47780,1629882,"Blue Beetle","Dog","Male",13.6,20170320,"Retriever, Labrador /Corgi, Cardigan Welsh","Brown /None",NULL
47789,1630211,"Turbo","Dog","Male",12,20160406,"Terrier /Dachshund","Black /Brown",NULL
47790,1630214,"Amy","Dog","Female",8.5,20160406,"Terrier, Wirehaired","White /None",NULL
47791,1630249,"Ruthie","Dog","Female",31.5,20161230,"Terrier, Pit Bull /Mix","Fawn /White",NULL
47792,1630818,"Vivica","Dog","Female",35,20150407,"Shepherd /Cattle Dog","Black /White",NULL
47793,1630821,"Till","Dog","Male",26.6,20140407,"Terrier /Mix","Golden /White",NULL
47794,1630828,"Lena","Dog","Female",40,20140407,"Schnauzer /Pointer, German Wirehaired","Grey /None",NULL
47795,1630857,"Trixie","Dog","Female",64.1,20151007,"Retriever, Flat-Coated /Mix","Black /Tan",NULL
47797,1631057,"Walter","Dog","Male",114,20100404,"Akita /Mastiff","White /None",NULL
47798,1631112,"Harley","Dog","Female",73.1,20090724,"Boxer /Mix","White /Brown","Brindle"
47805,1631356,"Ekon","Dog","Male",12.5,20170405,"Terrier, Pit Bull","White /Black",NULL
47831,1632383,"Vito Corleone","Dog","Male",26,20170115,"Terrier, American Pit Bull /Mix","White /Blue",NULL
47832,1632388,"Angela Merkel","Dog","Female",24,20161208,"Shepherd, German /Mix","Brown /None",NULL
47834,1632756,"Jude","Dog","Male",21.3,20161107,"Shepherd /American Blue Heeler","Brown /White",NULL
47835,1632866,"Riley","Dog","Male",43.1,20090404,"Shepherd, German","Sable /None",NULL
47848,1633114,"Kipper","Dog","Male",44,20091116,"Cattle Dog, Australian (Red Heeler) /Shepherd, German","Golden /None",NULL
47851,1633786,"Shawnee","Dog","Female",71,20160326,"Hound, Plott /Mix","Brown /Black","Brindle"
47852,1633872,"Jet","Dog","Male",55,20060118,"Retriever, Labrador /Mix","Chocolate /White",NULL
47853,1633895,"Corky","Dog","Male",41.2,20140409,"Terrier, Pit Bull /Mix","Tan /White",NULL
47856,1633988,"Heddy","Dog","Female",47,20150327,"Hound, Basset /Bloodhound","Black /Brown",NULL
47876,1634399,"River","Dog","Female",17,20161212,"Hound /Mix","Black /Tan",NULL
47883,1634440,"Carl","Dog","Male",7.5,20120410,"Chihuahua /Mix","Tan /None",NULL
47889,1634650,"Holiday","Dog","Female",55,20150331,"Terrier, Pit Bull","Brown /None",NULL
47890,1634685,"Gus","Dog","Male",72,20120814,"Great Dane /Mix","Black /White","Tick"
47892,1634705,"Bre","Dog","Female",38,20160909,"Retriever, Labrador /Mix","Black /White",NULL
47893,1634711,"Kayden","Dog","Male",54,20150410,"Terrier, Pit Bull","Blue /White",NULL
47894,1634713,"Aspen","Dog","Male",34.7,20160920,"Retriever, Labrador /Mix","Tan /White",NULL
47895,1634803,"Patty","Dog","Female",63,20150406,"Hound /Mix","Black /Brown",NULL
47896,1634862,"Pryor","Dog","Male",48.5,20160331,"Shepherd /Retriever, Labrador","Brown /Tan",NULL
47897,1634907,"Mr. Bojangle","Dog","Male",63.3,20140402,"Retriever, Black Labrador /Mix","Black /White",NULL
47899,1634956,"Paige","Dog","Female",48,20160331,"Shepherd, German /Mix","Cream /Black",NULL
47900,1634966,"Big Red","Dog","Male",27.2,20161211,"Malinois, Belgian","Brown /Black",NULL
47901,1634987,"Tiny Dancer","Dog","Female",10.25,20170214,"Terrier /Mix","Cream /Tan",NULL
47902,1634990,"Topaz","Dog","Female",51.8,20150403,"Shepherd, Australian /Mix","Brown /White",NULL
47903,1635008,"Plumeria","Dog","Female",4.06,20170406,"Chihuahua /Mix","Black /White",NULL
47904,1635010,"Alvin","Dog","Male",7.5,20170406,"Chihuahua /Mix","0 /None",NULL
47905,1635013,"Stormy","Dog","Male",6,20170406,"Chihuahua /Mix","Brown /White",NULL
47906,1635018,"Smokey","Dog","Male",6.81,20170406,"Chihuahua /Mix","Brown /Beige",NULL
47907,1635020,"Theodore","Dog","Male",0,20170406,"Chihuahua /Mix","0 /None",NULL
47908,1635022,"Sky","Dog","Female",6.5,20170406,"Chihuahua /Mix","Black /Tan","Tricolor"
47909,1635029,"Hibiscus","Dog","Female",4.13,20170406,"Chihuahua /Mix","Tan /None",NULL
47911,1635057,"Dean","Dog","Male",18.2,20170203,"Retriever, Labrador /Mix","Chocolate /None",NULL
47912,1635103,"Soy","Dog","Female",7,20161111,"Chihuahua /Mix","White /None",NULL
47933,1635644,"Echo","Dog","Female",22.4,20170202,"Black Mouth Cur /Mix","Brown /Black",NULL
47935,1635668,"Old Red","Dog","Male",50,20090404,"Shepherd /Mix","Red/Mahogany /None",NULL
47941,1635830,"Nito","Dog","Male",50.1,20160801,"Shepherd /Mix","Red/Mahogany /None",NULL
47942,1635838,"Lazlo","Dog","Male",40,20100407,"Collie, Border /Mix","Brown /White",NULL
47943,1635855,"Booboo","Dog","Male",61,20100321,"Terrier, Pit Bull /Mix","Brown /White",NULL
47946,1636131,"Pecan","Dog","Male",5,20170211,"Terrier, Pit Bull /Mix","Chocolate /White",NULL
47954,1636321,"Mrs. Hughes","Dog","Female",8.25,20170221,"Mixed Breed (Large)","Tan /None",NULL
47955,1636324,"Mrs. Patmore","Dog","Female",5.25,20170221,"Mixed Breed (Large)","Tan /None",NULL
47956,1636325,"Mrs. O'Brien","Dog","Female",6.7,20170221,"Mixed Breed (Large)","Tan /None",NULL
47957,1636328,"Anna","Dog","Female",7.5,20170221,"Mixed Breed (Large)","Tan /None",NULL
47958,1636329,"John","Dog","Male",8.19,20170221,"Mixed Breed (Large)","Tan /None",NULL
47959,1636335,"Bates","Dog","Male",8.25,20170221,"Mixed Breed (Large)","Tan /None",NULL
47960,1636336,"Charles","Dog","Male",8.44,20170221,"Mixed Breed (Large)","Tan /None",NULL
47961,1636337,"Carson","Dog","Male",6.88,20170221,"Mixed Breed (Large)","Tan /None",NULL
47962,1636340,"Branston","Dog","Male",10.13,20170221,"Mixed Breed (Large)","Tan /None",NULL
47963,1636347,"Molesley","Dog","Male",8.69,20170221,"Mixed Breed (Large)","Tan /None",NULL
47964,1636348,"Clarkson","Dog","Male",10.19,20170221,"Mixed Breed (Large)","Tan /None",NULL
47965,1636380,"Apricot","Dog","Female",10.31,20150413,"Chihuahua /Mix","Cream /None",NULL
47971,1636392,"Nate","Dog","Male",7,20090328,"Chihuahua, Short Coat /Mix","White /None",NULL
47988,1636667,"Dafna","Dog","Female",3.63,20170212,"Schnauzer /Mix","Black /None",NULL
47990,1636721,"Sasha","Dog","Female",13.1,20170219,"Retriever, Black Labrador /Mix","Black /White",NULL
47994,1636800,"Gizmo","Dog","Male",37,20161210,"Catahoula Leopard Dog /Mix","Black /White",NULL
48016,1637100,"Heidi Klum","Dog","Female",31.4,20170113,"Shepherd, German /Mix","Brown /Black",NULL
48021,1637444,"Zooley","Dog","Female",8.8,20121226,"Terrier, Yorkshire, Yorkie /Mix","Black /Silver",NULL
48022,1637457,"Hershey","Dog","Female",13.3,20101226,"Chihuahua /Pinscher, Miniature","Brown /Tan",NULL
48024,1637685,"Rory","Dog","Male",6.81,20170116,"Shih Tzu","Black /None",NULL
48025,1637842,"Snowy","Dog","Male",22,20150414,"Poodle/Maltese","White/None",NULL
48026,1637913,"Pumba","Dog","Male",64,20150315,"Terrier, Pit Bull /Mix","Brindle /White",NULL
48027,1637922,"Copper","Dog","Male",59,20091108,"Pointer, German Shorthaired","Brown /White","Spotted"
48028,1638215,"Koda","Dog","Female",41,20150407,"Husky, Siberian /Mix","White /Tan",NULL
48035,1638353,"Rose","Dog","Female",25,20140415,"Terrier, Jack Russell /Mix","White /Black",NULL
48036,1638355,"Nora","Dog","Female",44,20160415,"Shepherd /Mix","Black /None",NULL
48079,1639862,"Melba","Dog","Female",55.5,20150314,"Terrier, Pit Bull /Mix","White /Brown",NULL
48082,1640216,"Elliot","Dog","Female",23.5,20161116,"Collie, Border /Retriever, Labrador","Black /White",NULL
48083,1640220,"Timber","Dog","Male",39,20160416,"Husky, Alaskan /Mix","White /Black",NULL
48088,1640686,"Cuban","Dog","Male",61,20150417,"Terrier, American Pit Bull /Mix","Tan /White",NULL
48090,1640758,"April","Dog","Female",11.1,20150412,"Pinscher, Miniature /Dachshund","Tan /White",NULL
48099,1641013,"Charlie","Dog","Female",17.4,20170204,"Retriever, Labrador /Collie, Border","Black /White",NULL
48100,1641020,"Myka","Dog","Female",15,20170119,"Retriever, Chocolate Labrador /Mix","Chocolate /None",NULL
48101,1641024,"Peggy","Dog","Female",32,20141017,"Collie, Border /Mix","Black /White",NULL
48102,1641033,"Harvey","Dog","Male",9.4,20080307,"Chihuahua /Mix","Tan /White",NULL
48103,1641113,"Chester","Dog","Male",11.3,20160825,"Chihuahua /Mix","Black /None",NULL
48104,1641298,"Sherman","Dog","Male",8.88,20160408,"Chihuahua /Mix","White /None",NULL
48105,1641360,"Winnie","Dog","Female",14.1,20140417,"Chihuahua /Dachshund","Tan /None",NULL
48106,1641363,"Coyote","Dog","Male",2.88,20170320,"Terrier /Mix","Grey /Tan",NULL
48107,1641365,"Gamby","Dog","Male",2.6,20170320,"Chihuahua /Mix","Black /None",NULL
48119,1642122,"Neo","Dog","Male",30.6,20170124,"Shepherd /Mix","Brown /Black",NULL
48122,1642188,"Ella","Dog","Female",7.5,20130911,"Chihuahua /Mix","White /None",NULL
48123,1642209,"Jackpot","Dog","Male",57.5,20150115,"Collie, Border /Mix","Black /White",NULL
48124,1642254,"Cookie Dough","Dog","Female",41.5,20150826,"Bulldog /Mix","White /Red/Mahogany",NULL
48125,1642328,"Spoodoo","Dog","Male",56,20120317,"Boxer/Mix","Black/White",NULL
48126,1642335,"Nimbus","Dog","Male",46,20160412,"Terrier, Pit Bull /Mix","Brown /White",NULL
48127,1642347,"Lotus","Dog","Female",53.1,20160512,"Shepherd, Anatolian /Mix","White /Tan",NULL
48128,1642369,"Rex","Dog","Male",56.6,20080718,"Terrier, Pit Bull /Mix","Brindle /White",NULL
48129,1642436,"Luca","Dog","Male",67,20140412,"Husky, Siberian /Mix","White /Grey",NULL
48132,1642478,"Kodak","Dog","Male",120.15,20160412,"Coonhound, Redbone /Mix","Red/Mahogany /None",NULL
48133,1642510,"Jasmine","Dog","Female",29,20160924,"Shepherd, German /Mix","Black /Tan",NULL
48134,1642550,"Cybil","Dog","Female",48.5,20160412,"Shepherd, German /Mix","Tan /Black",NULL
48135,1642578,"Buddy Boy","Dog","Male",53,20140410,"Terrier, Pit Bull /Mix","Tan /White",NULL
48136,1642606,"Beso","Dog","Male",65.5,20160411,"Bulldog, American /Mix","Brindle /White",NULL
48137,1642610,"Huck Finn","Dog","Male",70,20160411,"Bulldog, American /Mix","Brindle /White",NULL
48139,1644087,"Lamb Chop","Dog","Male",18.8,20161219,"Collie, Border /Mix","Black /White",NULL
48140,1644094,"Beef Cake","Dog","Male",19,20161219,"Retriever, Labrador /Mix","Tan /White",NULL
48147,1644311,"Destiny","Dog","Female",62.6,20160412,"Terrier, Pit Bull /Mix","Brindle /White",NULL
48148,1644335,"Emma Lou","Dog","Female",56.8,20150403,"Retriever, Labrador /Mix","Black /White",NULL
48149,1644378,"Jolie","Dog","Female",32.2,20130412,"Retriever, Yellow Labrador /Mix","Yellow /Beige",NULL
48160,1644866,"Sparkle","Dog","Male",8.5,20160420,"Poodle, Miniature /Mix","Black /None",NULL
48162,1644945,"Nina","Dog","Female",69,20121024,"Bulldog, American","Red/Mahogany /White",NULL
48163,1644962,"Melanie","Dog","Female",46.5,20160421,"Retriever, Labrador /Mix","Golden /None",NULL
48196,1645526,"Leah","Dog","Female",17,20170210,"Retriever, Black Labrador /Mix","Black /None",NULL
48197,1645528,"Dragon","Dog","Male",25,20170210,"Retriever, Black Labrador /Mix","Black /None",NULL
48198,1645530,"Persephone","Dog","Female",16,20170210,"Retriever, Black Labrador /Mix","Black /None",NULL
48212,1646012,"Haley","Dog","Female",21,20170107,"Collie /Chow Chow","Black /Brown",NULL
48213,1646023,"Kelsey","Dog","Female",52.4,20150421,"Terrier, Pit Bull /Mix","Tan /White",NULL
48214,1646026,"Everest","Dog","Female",6.5,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48215,1646028,"Kilimanjaro","Dog","Male",11.69,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48216,1646030,"McKinley","Dog","Female",13,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48217,1646032,"Makalu","Dog","Female",7.13,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48218,1646035,"Lhotse","Dog","Male",9.5,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48219,1646037,"K2","Dog","Male",10.63,20170215,"Terrier, Pit Bull /Mix","Brown /White",NULL
48220,1646052,"Racer","Dog","Male",27.5,20160607,"Terrier /Mix","White /Tan",NULL
48221,1646062,"Pepper","Dog","Male",19,20170206,"Shepherd /Retriever, Black Labrador","Black /None",NULL
48225,1646255,"Denver","Dog","Male",37.6,20160529,"Terrier, Pit Bull /Mix","Brindle /None",NULL
48249,1646890,"Dylan","Dog","Male",10.56,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48250,1647050,"Riddick","Dog","Male",8.44,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48251,1647051,"Ruffian","Dog","Male",11.06,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48252,1647055,"Ava","Dog","Female",9.19,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48253,1647058,"Lily","Dog","Female",9.13,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48254,1647061,"Sophia","Dog","Female",9.69,20170421,"Husky, Siberian /Mix","Tan /None",NULL
48259,1647143,"Macy","Dog","Female",44.2,20130929,"Terrier, Pit Bull /Mix","White /None",NULL
48260,1647292,"Toblerone","Dog","Male",4.3,20170305,"Retriever, Chocolate Labrador /Mix","Chocolate /White",NULL
48261,1647321,"Lady Doga","Dog","Female",9,20170207,"Terrier, Pit Bull /Mix","Black /White",NULL
48262,1647576,"Penelope","Dog","Female",48.8,20160417,"Terrier, Pit Bull","Blue/None",NULL
48263,1647654,"Kuma","Dog","Male",74.1,20090417,"Akita","Cream /None",NULL
48264,1647656,"Sammy","Dog","Female",20.9,20170213,"Shepherd, German","Brown /Black",NULL
48278,1648226,"Castor","Dog","Male",7.6,20170223,"Beagle/Mix","White/Brown",NULL
48279,1648228,"Pollux","Dog","Male",5.5,20170223,"Beagle /Mix","White /Brown",NULL
48280,1648284,"Sunflower","Dog","Female",1.5,20170423,"Terrier, Jack Russell /Mix","White /Black",NULL
48281,1648285,"Magnolia","Dog","Female",0,20170423,"Terrier, Jack Russell /Mix","Black /White",NULL
48282,1648286,"Marigold","Dog","Female",0,20170423,"Terrier, Jack Russell /Mix","Black /None",NULL
48283,1648287,"Honeysuckle","Dog","Female",0,20170423,"Terrier, Jack Russell /Mix","Black /White",NULL
48284,1648288,"Tulip","Dog","Female",0,20170423,"Terrier, Jack Russell /Mix","Black /White",NULL
48285,1648289,"Dandelion","Dog","Male",0,20170423,"Terrier, Jack Russell /Mix","Black /None",NULL
48286,1648290,"Bluebonnet","Dog","Male",0,20170423,"Terrier, Jack Russell /Mix","Black /White",NULL
48287,1648291,"Chrysanthemum","Dog","Male",0,20170423,"Terrier, Jack Russell /Mix","Black /None",NULL
48288,1648292,"Snapdragon","Dog","Female",0,20170423,"Terrier, Jack Russell /Mix","Black /None",NULL
48293,1648690,"Ruby Red","Dog","Female",36.4,20161015,"Hound, Basset /Beagle","Black /None",NULL
48299,1648835,"Seymour","Dog","Male",8.69,20161224,"Chihuahua /Pekingese","Tan /White",NULL
48300,1648877,"Huckleberry","Dog","Male",12.44,20170224,"Terrier /Mix","Brown /Brindle",NULL
48301,1648880,"Emmy Lou","Dog","Female",12.38,20170313,"Terrier /Mix","Brindle /White",NULL
48308,1649020,"Maxximus","Dog","Male",18.5,20040424,"Dachshund, Standard Long Haired /Mix","Brown /None",NULL
48314,1649135,"Chinchilla","Dog","Female",25,20161220,"Bulldog, English","White /Blue",NULL
48315,1649206,"Hazel","Dog","Female",12.7,20160724,"Basenji /Terrier","Sable /None",NULL
48316,1649214,"Willow","Dog","Female",55.1,20160415,"Terrier, Pit Bull /Mix","Black /White",NULL
48317,1649240,"Valentino","Dog","Male",7.3,20121212,"Chihuahua, Short Coat /Bichon Frise","Tan /Black",NULL
48318,1649273,"Velveteen","Dog","Female",12.4,20100420,"Poodle, Miniature","White /None",NULL
48319,1649318,"Elvis","Dog","Male",56.4,20040404,"Chow Chow","Sable/None",NULL
48320,1649332,"Lil Bobby","Dog","Male",13.5,20130418,"Dachshund /Mix","White /Brown","Tick"
48321,1649499,"Sonny","Dog","Male",68.4,20070421,"Collie, Border /Mix","Black /White",NULL
48330,1649933,"Thistle","Dog","Female",34,20161125,"Retriever, Labrador /Mix","Black /White",NULL
48331,1649952,"Arya","Dog","Female",28.3,20170110,"Retriever, Yellow Labrador /Mix","Tan /White",NULL
48336,1650379,"James","Dog","Male",76,20151025,"Pyrenees, Great /Mix","Cream /Red/Mahogany","Tricolor"
48337,1650390,"Bronco","Dog","Male",65,20150312,"Bulldog, American/Mix","Brown/White",NULL
48343,1650975,"Sky","Dog","Male",60.1,20151026,"Retriever, Yellow Labrador /Mix","Yellow /Cream",NULL
48344,1651039,"Bonita","Dog","Female",9.2,20140426,"Poodle, Miniature","White /None",NULL
48346,1651152,"Beth","Dog","Female",28,20170226,"Shepherd /Mix","Black /Tan","Tricolor"
48358,1651324,"Tac","Dog","Male",15.31,20170311,"Retriever, Labrador /Mix","Black /White",NULL
48361,1651338,"Darby","Dog","Female",80,20160505,"Foxhound, English","Tan /None",NULL
48362,1651339,"Tic","Dog","Male",4.1,20170311,"Retriever, Labrador /Mix","Black /White",NULL
48363,1651347,"Toe","Dog","Female",12.3,20170311,"Retriever, Labrador /Mix","Black /White",NULL
48364,1651522,"Lonnie","Dog","Male",6.2,20020425,"Chihuahua /Mix","Brown /None",NULL
48365,1651536,"Rocky","Dog","Male",52.6,20080724,"Terrier, American Staffordshire /Mix","Tan /White",NULL
48367,1651573,"Bruce","Dog","Male",5.1,20170212,"Chihuahua, Short Coat /Mix","Brown /None",NULL
48368,1651755,"Kermit","Dog","Male",10,20161026,"Terrier /Mix","White /Grey",NULL
48369,1651767,"Gemma","Dog","Female",21.5,20161226,"Shepherd /Mix","Brown /Tan",NULL
48381,1652174,"Zeus","Dog","Male",27,20170121,"Terrier, Pit Bull /Dalmatian","White /Black",NULL
48383,1652202,"Kingston","Dog","Male",58,20150422,"Retriever, Golden /Retriever, Chocolate Labrador","Brown /Chocolate",NULL
48384,1652245,"Bamboozle","Dog","Female",10.5,20140419,"Chihuahua /Mix","Black /White",NULL
48385,1652586,"Khloe","Dog","Female",44.5,20150427,"Boxer /Terrier, Pit Bull","Brown /White",NULL
48387,1652737,"Horus","Dog","Male",57,20160412,"Terrier, Pit Bull/Mix","Brown/None",NULL
48388,1652762,"Cotton Candy","Dog","Male",8,20170227,"American Blue Heeler","White /Brown","Salt and Pepper"
48389,1652764,"M&M","Dog","Male",11,20170227,"American Blue Heeler","White /Brown","Salt and Pepper"
48390,1652767,"Taffy","Dog","Female",12,20170227,"American Blue Heeler","White /Brown","Salt and Pepper"
